OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText,Date,Lemma_Tags,lem_words_masked,lem_tag_masked,lemma_tokens,Lemma_Tags_Orig,lem_words,lem_tag,lemma_tokens_Orig
My final recommendation would have to be Cheshire,Cheshire,general,1,,,0,my final recommendation would have to be locationA,"[('Cheshire', 'GPE')]",2021-07-21,"['final/JJ', 'recommendation/NN', 'have/VB', 'be/VB', 'locationa/VB']",final recommendation have be locationa,JJ NN VB VB VB,"['final', 'recommendation', 'have', 'be', 'locationa']","['final/JJ', 'recommendation/NN', 'have/VB', 'be/VB', 'cheshire/JJ']",final recommendation have be cheshire,JJ NN VB VB JJ,"['final', 'recommendation', 'have', 'be', 'cheshire']"
Parts of Northumberland particularly around the Common have become quite upmarket,Northumberland,general,1,,,0,parts of locationA particularly around the common have become quite market,"[('Northumberland', 'GPE')]",2021-07-21,"['part/NN', 'locationa/NN', 'particularly/RB', 'common/JJ', 'have/VB', 'become/VB', 'quite/RB', 'market/NN']",part locationa particularly common have become quite market,NN NN RB JJ VB VB RB NN,"['part', 'locationa', 'particularly', 'common', 'have', 'become', 'quite', 'market']","['part/NN', 'northumberland/NN', 'particularly/RB', 'common/JJ', 'have/VB', 'become/VB', 'quite/RB', 'upmarket/JJ']",part northumberland particularly common have become quite upmarket,NN NN RB JJ VB VB RB JJ,"['part', 'northumberland', 'particularly', 'common', 'have', 'become', 'quite', 'upmarket']"
Statistically the East Riding of Yorkshire area is one of the safest areas in London,East Riding of Yorkshire,safety,1,,,0,statistically the locationA area is one of the safest areas in london,"[('East Riding of Yorkshire', 'GPE'), ('London', 'GPE')]",2021-07-21,"['statistically/RB', 'locationa/JJ', 'area/NN', 'be/VB', 'safest/JJ', 'area/NN', 'london/NN']",statistically locationa area be safest area london,RB JJ NN VB JJ NN NN,"['statistically', 'locationa', 'area', 'be', 'safest', 'area', 'london']","['statistically/RB', 'east/JJ', 'riding/NN', 'yorkshire/NN', 'area/NN', 'be/VB', 'safest/JJ', 'area/NN', 'london/NN']",statistically east riding yorkshire area be safest area london,RB JJ NN NN NN VB JJ NN NN,"['statistically', 'east', 'riding', 'yorkshire', 'area', 'be', 'safest', 'area', 'london']"
The safest Boroughs are Rutland and Surrey,Surrey,safety,1,Rutland,safety,1,the safest boroughs are locationA and locationB,"[('Boroughs', 'GPE'), ('Rutland', 'GPE'), ('Surrey', 'GPE')]",2021-07-21,"['safest/JJ', 'borough/NN', 'be/VB', 'locationa/JJ', 'locationb/NN']",safest borough be locationa locationb,JJ NN VB JJ NN,"['safest', 'borough', 'be', 'locationa', 'locationb']","['safest/JJ', 'borough/NN', 'be/VB', 'rutland/NN', 'surrey/NN']",safest borough be rutland surrey,JJ NN VB NN NN,"['safest', 'borough', 'be', 'rutland', 'surrey']"
There are better places than Dorset to go hang out,Dorset,general,0,,,0,there are better places than locationA to go hang out,"[('Dorset', 'GPE')]",2021-07-21,"['be/VB', 'better/JJ', 'place/NN', 'locationa/NN', 'go/VB', 'hang/JJ']",be better place locationa go hang,VB JJ NN NN VB JJ,"['be', 'better', 'place', 'locationa', 'go', 'hang']","['be/VB', 'better/JJ', 'place/NN', 'dorset/NN', 'go/VB', 'hang/JJ']",be better place dorset go hang,VB JJ NN NN VB JJ,"['be', 'better', 'place', 'dorset', 'go', 'hang']"
the most cheapest area are the worst you should live Worcestershire,Worcestershire,live,1,,,0,the most cheapest area are the worst you should live locationA,"[('Worcestershire', 'GPE')]",2021-07-21,"['most/JJ', 'cheapest/JJ', 'area/NN', 'be/VB', 'worst/JJ', 'live/VB', 'locationa/NN']",most cheapest area be worst live locationa,JJ JJ NN VB JJ VB NN,"['most', 'cheapest', 'area', 'be', 'worst', 'live', 'locationa']","['most/JJ', 'cheapest/JJ', 'area/NN', 'be/VB', 'worst/JJ', 'live/VB', 'worcestershire/NN']",most cheapest area be worst live worcestershire,JJ JJ NN VB JJ VB NN,"['most', 'cheapest', 'area', 'be', 'worst', 'live', 'worcestershire']"
try Cambridgeshire,Cambridgeshire,general,1,,,0,try locationA,"[('Cambridgeshire', 'GPE')]",2021-07-21,"['try/NN', 'locationa/NN']",try locationa,NN NN,"['try', 'locationa']","['try/VB', 'cambridgeshire/NN']",try cambridgeshire,VB NN,"['try', 'cambridgeshire']"
we love West Sussex an area that has good food and shopping,West Sussex,shopping,1,West Sussex,dining,1,we love locationA an area that has good food and shopping,"[('West Sussex', 'GPE')]",2021-07-21,"['love/VB', 'locationa/RB', 'area/NN', 'have/VB', 'good/JJ', 'food/NN', 'shopping/NN']",love locationa area have good food shopping,VB RB NN VB JJ NN NN,"['love', 'locationa', 'area', 'have', 'good', 'food', 'shopping']","['love/VB', 'west/RB', 'area/NN', 'have/VB', 'good/JJ', 'food/NN', 'shopping/NN']",love west area have good food shopping,VB RB NN VB JJ NN NN,"['love', 'west', 'area', 'have', 'good', 'food', 'shopping']"
 Bristol is quite isolated while East Riding of Yorkshire has a street full of shops and amenities  but is quite small and does not have a tube close,East Riding of Yorkshire,transit-location,0,East Riding of Yorkshire,shopping,1,locationB is quite isolated while locationA has a street full of shops and amenities  but is quite small and does not have a tube close,"[('Bristol', 'GPE'), ('East Riding of Yorkshire', 'GPE')]",2021-07-21,"['locationb/NN', 'be/VB', 'quite/RB', 'isolate/VB', 'locationa/NN', 'have/VB', 'street/NN', 'full/JJ', 'shop/NN', 'amenity/NN', 'be/VB', 'quite/RB', 'small/JJ', 'do/VB', 'not/RB', 'have/VB', 'tube/NN', 'close/RB']",locationb be quite isolate locationa have street full shop amenity be quite small do not have tube close,NN VB RB VB NN VB NN JJ NN NN VB RB JJ VB RB VB NN RB,"['locationb', 'be', 'quite', 'isolate', 'locationa', 'have', 'street', 'full', 'shop', 'amenity', 'be', 'quite', 'small', 'do', 'not', 'have', 'tube', 'close']","['bristol/NN', 'be/VB', 'quite/RB', 'isolate/VB', 'east/JJ', 'riding/NN', 'yorkshire/NN', 'have/VB', 'street/NN', 'full/JJ', 'shop/NN', 'amenity/NN', 'be/VB', 'quite/RB', 'small/JJ', 'do/VB', 'not/RB', 'have/VB', 'tube/NN', 'close/RB']",bristol be quite isolate east riding yorkshire have street full shop amenity be quite small do not have tube close,NN VB RB VB JJ NN NN VB NN JJ NN NN VB RB JJ VB RB VB NN RB,"['bristol', 'be', 'quite', 'isolate', 'east', 'riding', 'yorkshire', 'have', 'street', 'full', 'shop', 'amenity', 'be', 'quite', 'small', 'do', 'not', 'have', 'tube', 'close']"
Academy Dorset  consistently named as one of the best bars in the world great vibe and amazing cocktails,Dorset,nightlife,1,,,0,academy locationA  consistently named as one of the best bars in the world great vibe and amazing cocktails,"[('Academy', 'GPE'), ('Dorset', 'GPE')]",2021-07-21,"['academy/NN', 'locationa/NN', 'consistently/RB', 'name/VB', 'best/JJ', 'bar/NN', 'world/NN', 'great/JJ', 'vibe/NN', 'amazing/JJ', 'cocktail/NN']",academy locationa consistently name best bar world great vibe amazing cocktail,NN NN RB VB JJ NN NN JJ NN JJ NN,"['academy', 'locationa', 'consistently', 'name', 'best', 'bar', 'world', 'great', 'vibe', 'amazing', 'cocktail']","['academy/NN', 'dorset/NN', 'consistently/RB', 'name/VB', 'best/JJ', 'bar/NN', 'world/NN', 'great/JJ', 'vibe/NN', 'amazing/JJ', 'cocktail/NN']",academy dorset consistently name best bar world great vibe amazing cocktail,NN NN RB VB JJ NN NN JJ NN JJ NN,"['academy', 'dorset', 'consistently', 'name', 'best', 'bar', 'world', 'great', 'vibe', 'amazing', 'cocktail']"
And you have got very good shopping areas Staffordshire and East Sussex,East Sussex,shopping,1,Staffordshire,shopping,1,and you have got very good shopping areas locationA and locationB,"[('Staffordshire', 'GPE'), ('East Sussex', 'GPE')]",2021-07-21,"['have/VB', 'get/VB', 'very/RB', 'good/JJ', 'shopping/NN', 'area/NN', 'locationa/NN', 'locationb/NN']",have get very good shopping area locationa locationb,VB VB RB JJ NN NN NN NN,"['have', 'get', 'very', 'good', 'shopping', 'area', 'locationa', 'locationb']","['have/VB', 'get/VB', 'very/RB', 'good/JJ', 'shopping/NN', 'area/NN', 'staffordshire/NN', 'east/RB', 'sussex/NN']",have get very good shopping area staffordshire east sussex,VB VB RB JJ NN NN NN RB NN,"['have', 'get', 'very', 'good', 'shopping', 'area', 'staffordshire', 'east', 'sussex']"
Area around the Kent Northumberland is popular,Northumberland,general,1,Kent,general,1,area around the locationB locationA is popular,"[('Kent Northumberland', 'GPE')]",2021-07-21,"['area/NN', 'locationb/NN', 'locationa/NN', 'be/VB', 'popular/JJ']",area locationb locationa be popular,NN NN NN VB JJ,"['area', 'locationb', 'locationa', 'be', 'popular']","['area/NN', 'kent/NN', 'northumberland/NN', 'be/VB', 'popular/JJ']",area kent northumberland be popular,NN NN NN VB JJ,"['area', 'kent', 'northumberland', 'be', 'popular']"
Being close too Nottinghamshire never safe,Nottinghamshire,safety,0,,,0,being close too locationA never safe,"[('Nottinghamshire', 'GPE')]",2021-07-21,"['be/VB', 'close/RB', 'too/RB', 'locationa/RB', 'never/RB', 'safe/JJ']",be close too locationa never safe,VB RB RB RB RB JJ,"['be', 'close', 'too', 'locationa', 'never', 'safe']","['be/VB', 'close/RB', 'too/RB', 'nottinghamshire/RB', 'never/RB', 'safe/JJ']",be close too nottinghamshire never safe,VB RB RB RB RB JJ,"['be', 'close', 'too', 'nottinghamshire', 'never', 'safe']"
Come live in Cambridgeshire instead,Cambridgeshire,live,1,,,0,come live in locationA instead,"[('Come', 'GPE'), ('Cambridgeshire', 'GPE')]",2021-07-21,"['live/VB', 'locationa/NN', 'instead/RB']",live locationa instead,VB NN RB,"['live', 'locationa', 'instead']","['live/VB', 'cambridgeshire/NN', 'instead/RB']",live cambridgeshire instead,VB NN RB,"['live', 'cambridgeshire', 'instead']"
Dont do Wiltshire and Dont do Gloucestershire either,Gloucestershire,general,0,Wiltshire,general,0,do not do locationB and do not do locationA either,"[('Wiltshire', 'GPE'), ('Gloucestershire', 'GPE')]",2021-07-21,"['do/VB', 'not/RB', 'do/VB', 'locationb/NN', 'do/VB', 'not/RB', 'do/VB', 'locationa/VB']",do not do locationb do not do locationa,VB RB VB NN VB RB VB VB,"['do', 'not', 'do', 'locationb', 'do', 'not', 'do', 'locationa']","['dont/VB', 'do/VB', 'wiltshire/NN', 'dont/VB', 'do/VB', 'gloucestershire/VB']",dont do wiltshire dont do gloucestershire,VB VB NN VB VB VB,"['dont', 'do', 'wiltshire', 'dont', 'do', 'gloucestershire']"
Excellent free reggae night in the heart of West Yorkshire south London,West Yorkshire,nightlife,1,,,0,excellent free reggae night in the heart of locationA south london,"[('London', 'GPE')]",2021-07-21,"['excellent/JJ', 'free/JJ', 'reggae/NN', 'night/NN', 'heart/NN', 'locationa/NN', 'south/RB', 'london/NN']",excellent free reggae night heart locationa south london,JJ JJ NN NN NN NN RB NN,"['excellent', 'free', 'reggae', 'night', 'heart', 'locationa', 'south', 'london']","['excellent/JJ', 'free/JJ', 'reggae/NN', 'night/NN', 'heart/NN', 'west/NN', 'yorkshire/NN', 'south/RB', 'london/NN']",excellent free reggae night heart west yorkshire south london,JJ JJ NN NN NN NN NN RB NN,"['excellent', 'free', 'reggae', 'night', 'heart', 'west', 'yorkshire', 'south', 'london']"
For singles making a lot of money try the Northamptonshire or Staffordshire,Northamptonshire,general,1,Northamptonshire,price,0,for singles making a lot of money try the locationB or locationA,"[('Northamptonshire', 'GPE'), ('Staffordshire', 'GPE')]",2021-07-21,"['single/NN', 'make/VB', 'lot/NN', 'money/NN', 'try/VB', 'locationb/NN', 'locationa/VB']",single make lot money try locationb locationa,NN VB NN NN VB NN VB,"['single', 'make', 'lot', 'money', 'try', 'locationb', 'locationa']","['single/NN', 'make/VB', 'lot/NN', 'money/NN', 'try/VB', 'staffordshire/VB']",single make lot money try staffordshire,NN VB NN NN VB VB,"['single', 'make', 'lot', 'money', 'try', 'staffordshire']"
Good luck Herefordshire is very young and trendy full of mediatypes,Herefordshire,general,1,,,0,good luck locationA is very young and trendy full of mediatypes,"[('Herefordshire', 'GPE')]",2021-07-21,"['good/JJ', 'luck/NN', 'locationa/NN', 'be/VB', 'very/RB', 'young/JJ', 'trendy/JJ', 'full/JJ', 'mediatype/NN']",good luck locationa be very young trendy full mediatype,JJ NN NN VB RB JJ JJ JJ NN,"['good', 'luck', 'locationa', 'be', 'very', 'young', 'trendy', 'full', 'mediatype']","['good/JJ', 'luck/NN', 'herefordshire/NN', 'be/VB', 'very/RB', 'young/JJ', 'trendy/JJ', 'full/JJ', 'mediatype/NN']",good luck herefordshire be very young trendy full mediatype,JJ NN NN VB RB JJ JJ JJ NN,"['good', 'luck', 'herefordshire', 'be', 'very', 'young', 'trendy', 'full', 'mediatype']"
I can see the West Midlands is full of new apartment blocks close to Gloucestershire and links to the London  yet the rent is cheap,West Midlands,price,1,West Midlands,transit-location,1,i can see the locationA is full of new apartment blocks close to locationB and links to the london  yet the rent is cheap,"[('West Midlands', 'GPE'), ('Gloucestershire', 'GPE'), ('London', 'GPE')]",2021-07-21,"['see/VB', 'locationa/NN', 'be/VB', 'full/JJ', 'new/JJ', 'apartment/NN', 'block/NN', 'close/JJ', 'locationb/VB', 'link/VB', 'london/NN', 'yet/RB', 'rent/NN', 'be/VB', 'cheap/JJ']",see locationa be full new apartment block close locationb link london yet rent be cheap,VB NN VB JJ JJ NN NN JJ VB VB NN RB NN VB JJ,"['see', 'locationa', 'be', 'full', 'new', 'apartment', 'block', 'close', 'locationb', 'link', 'london', 'yet', 'rent', 'be', 'cheap']","['see/VB', 'west/JJ', 'midland/NN', 'be/VB', 'full/JJ', 'new/JJ', 'apartment/NN', 'block/NN', 'close/JJ', 'gloucestershire/VB', 'link/VB', 'london/NN', 'yet/RB', 'rent/NN', 'be/VB', 'cheap/JJ']",see west midland be full new apartment block close gloucestershire link london yet rent be cheap,VB JJ NN VB JJ JJ NN NN JJ VB VB NN RB NN VB JJ,"['see', 'west', 'midland', 'be', 'full', 'new', 'apartment', 'block', 'close', 'gloucestershire', 'link', 'london', 'yet', 'rent', 'be', 'cheap']"
I do not want to live in Merseyside or Nottinghamshire and such areas like this,Nottinghamshire,live,0,Merseyside,live,0,i do not want to live in locationB or locationA and such areas like this,"[('Merseyside', 'GPE'), ('Nottinghamshire', 'GPE')]",2021-07-21,"['do/VB', 'not/RB', 'want/VB', 'live/VB', 'locationb/NN', 'locationa/NN', 'such/JJ', 'area/NN']",do not want live locationb locationa such area,VB RB VB VB NN NN JJ NN,"['do', 'not', 'want', 'live', 'locationb', 'locationa', 'such', 'area']","['do/VB', 'not/RB', 'want/VB', 'live/VB', 'merseyside/NN', 'nottinghamshire/NN', 'such/JJ', 'area/NN']",do not want live merseyside nottinghamshire such area,VB RB VB VB NN NN JJ NN,"['do', 'not', 'want', 'live', 'merseyside', 'nottinghamshire', 'such', 'area']"
I have been based in a apartment by Shropshire for a few months no trouble convenient location,Shropshire,general,1,Shropshire,transit-location,1,i have been based in a apartment by locationA for a few months no trouble convenient location,"[('Shropshire', 'GPE')]",2021-07-21,"['have/VB', 'be/VB', 'base/VB', 'apartment/NN', 'locationa/NN', 'few/JJ', 'month/NN', 'trouble/NN', 'convenient/JJ', 'location/NN']",have be base apartment locationa few month trouble convenient location,VB VB VB NN NN JJ NN NN JJ NN,"['have', 'be', 'base', 'apartment', 'locationa', 'few', 'month', 'trouble', 'convenient', 'location']","['have/VB', 'be/VB', 'base/VB', 'apartment/NN', 'shropshire/NN', 'few/JJ', 'month/NN', 'trouble/NN', 'convenient/JJ', 'location/NN']",have be base apartment shropshire few month trouble convenient location,VB VB VB NN NN JJ NN NN JJ NN,"['have', 'be', 'base', 'apartment', 'shropshire', 'few', 'month', 'trouble', 'convenient', 'location']"
I have heard from some friends that Durham and places nearby are quite dangerous to live in due to the high criminal cases,Durham,safety,0,,,0,i have heard from some friends that locationA and places nearby are quite dangerous to live in due to the high criminal cases,"[('Durham', 'GPE')]",2021-07-21,"['have/VB', 'hear/VB', 'friend/NN', 'locationa/VB', 'place/NN', 'nearby/RB', 'be/VB', 'quite/RB', 'dangerous/JJ', 'live/VB', 'due/JJ', 'high/JJ', 'criminal/JJ', 'case/NN']",have hear friend locationa place nearby be quite dangerous live due high criminal case,VB VB NN VB NN RB VB RB JJ VB JJ JJ JJ NN,"['have', 'hear', 'friend', 'locationa', 'place', 'nearby', 'be', 'quite', 'dangerous', 'live', 'due', 'high', 'criminal', 'case']","['have/VB', 'hear/VB', 'friend/NN', 'durham/NN', 'place/NN', 'nearby/RB', 'be/VB', 'quite/RB', 'dangerous/JJ', 'live/VB', 'due/JJ', 'high/JJ', 'criminal/JJ', 'case/NN']",have hear friend durham place nearby be quite dangerous live due high criminal case,VB VB NN NN NN RB VB RB JJ VB JJ JJ JJ NN,"['have', 'hear', 'friend', 'durham', 'place', 'nearby', 'be', 'quite', 'dangerous', 'live', 'due', 'high', 'criminal', 'case']"
I have lived in South Yorkshire for 25 years and its now one the most safest places to live,South Yorkshire,safety,1,,,0,i have lived in locationA for 25 years and its now one the most safest places to live,"[('South Yorkshire', 'GPE')]",2021-07-21,"['have/VB', 'live/VB', 'locationa/NN', 'year/NN', 'now/RB', 'most/JJ', 'safest/JJ', 'place/NN', 'live/VB']",have live locationa year now most safest place live,VB VB NN NN RB JJ JJ NN VB,"['have', 'live', 'locationa', 'year', 'now', 'most', 'safest', 'place', 'live']","['have/VB', 'live/VB', 'south/NN', 'yorkshire/NN', 'year/NN', 'now/RB', 'most/JJ', 'safest/JJ', 'place/NN', 'live/VB']",have live south yorkshire year now most safest place live,VB VB NN NN NN RB JJ JJ NN VB,"['have', 'live', 'south', 'yorkshire', 'year', 'now', 'most', 'safest', 'place', 'live']"
I lived in the heart of Greater London and never felt safer  it just looked ugly,Greater London,general,0,Greater London,safety,1,i lived in the heart of locationA and never felt safer  it just looked ugly,"[('Greater London', 'GPE')]",2021-07-21,"['live/VB', 'heart/NN', 'locationa/NN', 'never/RB', 'feel/VB', 'safer/JJ', 'just/RB', 'look/VB', 'ugly/JJ']",live heart locationa never feel safer just look ugly,VB NN NN RB VB JJ RB VB JJ,"['live', 'heart', 'locationa', 'never', 'feel', 'safer', 'just', 'look', 'ugly']","['live/VB', 'heart/NN', 'greater/JJ', 'london/NN', 'never/RB', 'feel/VB', 'safer/JJ', 'just/RB', 'look/VB', 'ugly/JJ']",live heart greater london never feel safer just look ugly,VB NN JJ NN RB VB JJ RB VB JJ,"['live', 'heart', 'greater', 'london', 'never', 'feel', 'safer', 'just', 'look', 'ugly']"
I only know about Bristol most people prefer Somerset but thats because they are trendy and Im not,Somerset,general,1,,,0,i only know about locationA most people prefer locationB but thats because they are trendy and i am not,"[('Bristol', 'GPE'), ('Somerset', 'GPE')]",2021-07-21,"['only/RB', 'know/VB', 'about/RB', 'locationa/VB', 'most/RB', 'person/NN', 'prefer/VB', 'locationb/JJ', 'that/VB', 'be/VB', 'trendy/JJ', 'be/VB', 'not/RB']",only know about locationa most person prefer locationb that be trendy be not,RB VB RB VB RB NN VB JJ VB VB JJ VB RB,"['only', 'know', 'about', 'locationa', 'most', 'person', 'prefer', 'locationb', 'that', 'be', 'trendy', 'be', 'not']","['only/RB', 'know/VB', 'about/RB', 'bristol/VB', 'most/RB', 'person/NN', 'prefer/VB', 'somerset/NN', 'that/VB', 'be/VB', 'trendy/JJ', 'im/VB', 'not/RB']",only know about bristol most person prefer somerset that be trendy im not,RB VB RB VB RB NN VB NN VB VB JJ VB RB,"['only', 'know', 'about', 'bristol', 'most', 'person', 'prefer', 'somerset', 'that', 'be', 'trendy', 'im', 'not']"
